,Date,Nasdaq,Res,SqRes,CondV,Spline,st
"447-1",1986-07-22,0.10534633578949126,0.11796491337762696,0.013915720788191033,0.64307649848467296,0.47174884615137236,1.3631755620199777
"448-1",1986-07-23,0,-0.094122987965644112,0.0088591368635807868,0.53136468578562335,0.47208051045266308,1.1255806457167963
"449-1",1986-07-24,-0.316372528583031,-0.38912024800288447,0.15141456740582632,0.44499559704253122,0.47241213789266007,0.94196478318184462
"450-1",1986-07-25,0.29004634704357102,0.28149210628904486,0.079237805903042927,0.40125792184941733,0.47274372806620851,0.84878528899958361
"451-1",1986-07-28,-1.3252248013918333,-1.4568242930382094,2.1223370207862784,0.35641929932927313,0.47307528056793274,0.75340926480324089
"452-1",1986-07-29,-0.7498696091120749,-0.55372296404356947,0.30660912090919612,0.643370574008862,0.47340679499223742,1.3590226858053684
"453-1",1986-07-30,-0.32310205814463089,-0.24369769606136496,0.059388567065617417,0.57774337625521055,0.47373827093330811,1.2195412777544925
"454-1",1986-07-31,0.16168152269058211,0.15449273523339202,0.02386800523989497,0.48860578638710944,0.47406970798511217,1.0306623227705867
"455-1",1986-08-01,-0.18865387619193541,-0.29420753936392352,0.086558076218574614,0.41474390638962921,0.47440110574139949,0.87424734337720966
"456-1",1986-08-04,-1.0849035079406377,-1.1193724658299053,1.2529947172581226,0.36803095953522474,0.47473246379570316,0.77523866093472715
"457-1",1986-08-05,0.027266530502956243,0.17465085131695735,0.03050291986573794,0.51568778983503116,0.47506378174134062,1.0855127451408393
"458-1",1986-08-06,-0.57416425676750649,-0.65244448386733578,0.42568380452891419,0.43661478269287263,0.47539505917141389,0.9184251587592579
"459-1",1986-08-07,0.10961908469564463,0.15337200182687299,0.023522970944382333,0.43819385029140534,0.47572629567881075,0.92110495945184068
"460-1",1986-08-08,0.1915447295174566,0.096554780640326549,0.0093228256645015786,0.37618842439947997,0.47605749085620536,0.79021637433515113
"461-1",1986-08-11,1.1145962881642824,1.0029832394353206,1.0059753785881698,0.32646941486609998,0.4763886442960592,0.68530058131110794
"462-1",1986-08-12,0.91496870821297094,0.61606414336414139,0.37953502873899336,0.44512355036607321,0.47671975559062163,0.93372163655059148
"463-1",1986-08-13,0.95975143525519613,0.70135224820263198,0.49189497605888627,0.43755792042723629,0.47705082433193075,0.91721447298618353
"464-1",1986-08-14,0.68746965625949841,0.41998384260937305,0.17638642805293464,0.449454925934481,0.47738185011181439,0.94149981996426502
"465-1",1986-08-15,0.1842833218644202,-0.027955234227657,0.0007814951207231654,0.4089819354250584,0.47771283252189051,0.85612507678725036
"466-1",1986-08-18,-0.2369981359476192,-0.3471378108051415,0.12050465969058621,0.35038092985308844,0.47804377115356855,0.7329473805454747
"467-1",1986-08-19,-0.13190873829298511,-0.15656841779415445,0.0245136694505649,0.32433035635517476,0.47837466559804948,0.67798397298006319
"468-1",1986-08-20,0.55285121726349473,0.50686840317630721,0.25691557813849952,0.28929993779021096,0.47870551544632717,0.60433800834836526
"469-1",1986-08-21,0.07872982954886254,-0.10619401015379319,0.011277167792543931,0.29902908415771506,0.47903632028918902,0.62423050506315358
"470-1",1986-08-22,0.078667894446482478,-0.010054478828765305,0.00010109254451808974,0.26788234943206263,0.47936707971721682,0.55882508575701306
"471-1",1986-08-25,-0.57834020296585464,-0.6670500093166255,0.44495571492931019,0.24228437933790015,0.47969779332078727,0.50507711878482175
"472-1",1986-08-26,0.31587286068877063,0.36047309700536512,0.12994085366463937,0.29264948827426879,0.48002846069007304,0.60965028584672987
"473-1",1986-08-27,0.3148782449443388,0.17803843183228957,0.031697683209300817,0.28173017411717027,0.48035908141504347,0.58649911080529282
"474-1",1986-08-28,0.18322214260617642,0.046584141721175934,0.0021700822598986042,0.25793988965500603,0.48068965508546557,0.53660378775812201
"475-1",1986-08-29,0.1306677306002868,0.020743374020806081,0.00043028756576705263,0.23509297471070736,0.4810201812909044,0.488738277216962
"476-1",1986-09-02,-0.73394824880459453,-0.83320906724130783,0.69423734973313023,0.21733858373433426,0.4813506596207241,0.45151820069299214
"477-1",1986-09-03,-0.31620579706475027,-0.2400319541033524,0.057615338990673871,0.31286154787006593,0.4816810896640889,0.64952009656066623
"478-1",1986-09-04,0.55270571021459602,0.54411763884838704,0.29606400490594376,0.28597095683809548,0.48201147100996355,0.59328662083269013
"479-1",1986-09-05,-0.68475379489782995,-0.86964811053377555,0.75628783615496586,0.30288790865349441,0.48234180324711445,0.62795284716037392
"480-1",1986-09-08,-1.7057982904576718,-1.6396062342887625,2.6883086035185766,0.38824603844215039,0.48267208596411015,0.80436812016309356
"481-1",1986-09-09,-0.64725145056172551,-0.3738846490518386,0.13978973079661652,0.75748680594965223,0.48300231874932231,1.5682881355747427
"482-1",1986-09-10,-0.76045993852194016,-0.70187728495135937,0.4926317231306917,0.63968211458088853,0.48333250119092669,1.3234825156692709
"483-1",1986-09-11,-3.7499186017210029,-3.6683654118362972,13.456904794756886,0.6049255679192258,0.48366263287690348,1.2507180145818395
"484-1",1986-09-12,-1.8569309458712269,-1.1688024892386615,1.3660992588504914,2.616952292325295,0.48399271339503858,5.4070076261444013
"485-1",1986-09-15,-0.25985289632641795,0.044179433996531181,0.001951822388253855,2.2573815763119986,0.48432274233292433,4.6609035236265459
"486-1",1986-09-16,-0.63805320873351334,-0.6580755495272147,0.43306342888554561,1.7673782944581722,0.48465271927795994,3.646690143596488
"487-1",1986-09-17,0.92673701199164071,0.98345329889883759,0.96718039111500642,1.4597379142841642,0.48498264381735279,3.0098766067057645
"488-1",1986-09-18,0.4888579110216007,0.22807087961059411,0.052016326126350113,1.3080279847541452,0.48531251553811888,2.6952282145532389
"489-1",1986-09-19,0.22922646140361991,0.057287165451843786,0.0032818193255069244,1.047898329101264,0.48564233402708401,2.1577573775576644
"490-1",1986-09-22,0.91168722638137467,0.79242837647384401,0.62794273184097227,0.84093992129940986,0.48597209887088416,1.7304283996000265
"491-1",1986-09-23,0.22662899218257593,-0.031104366724634819,0.00096748162934056975,0.7806143346059119,0.48630180965596681,1.6052054898955772
"492-1",1986-09-24,0.31077860865860174,0.1920467975106363,0.036881972434091345,0.63582449869804036,0.48663146596859103,1.3065832013811429
"493-1",1986-09-25,-0.84986347214623947,-0.98566963748716552,0.97154463426408033,0.53055462791100039,0.48696106739482919,1.0895216546764004
"494-1",1986-09-26,0.028445456030201655,0.12813904468473947,0.016419614772717656,0.59689371896514598,0.48729061352056718,1.2249234900149637
"495-1",1986-09-29,-1.0866563890838954,-1.1651758257352625,1.3576347048778508,0.49755727536062011,0.48762010393150523,1.0203789206987059
"496-1",1986-09-30,0.83035552259493883,0.97809551126283534,0.95667082915250723,0.63237264241626945,0.48794953821315923,1.2959795898813198
"497-1",1986-10-01,0.45519282010602069,0.21396204761240578,0.045779757818493395,0.67264606914208747,0.48827891595086093,1.3775857346455254
"498-1",1986-10-02,0.085118461657796018,-0.079990028518476669,0.0063984046623867105,0.56029320964638285,0.488608236729759,1.1467125756954268
"499-1",1986-10-03,0.056705416886604354,-0.033313239984511377,0.0011097719582656475,0.46803767636118937,0.48893750013482029,0.95725461072658991
"500-1",1986-10-06,0.11331445971682896,0.029060943679860583,0.00084453844756402874,0.39654241485492325,0.48926670575082981,0.81048313771195268
"501-1",1986-10-07,-0.22675746677798259,-0.32249722468134273,0.10400445992716846,0.34174424739318643,0.48959585316239229,0.69801295330790825
"502-1",1986-10-08,0.14178366191996972,0.11504610232976727,0.013235605661271282,0.3160033549230693,0.48992494195393271,0.64500360741540463
"503-1",1986-10-09,0.056657225311607107,-0.0448590680337883,0.0020123359848600473,0.28203196095285116,0.49025397170969709,0.57527725878344504
"504-1",1986-10-10,0.11321824022871851,0.028974502489680393,0.00083952179452449532,0.25426258253459094,0.4905829420137533,0.51828663567242983
"505-1",1986-10-13,0.16958737812302616,0.073867143607758159,0.0054563549047691668,0.23282579243945903,0.4909118524499923,0.47427209442488716
"506-1",1986-10-14,-0.084757739217344863,-0.19191553775565812,0.036831573632043438,0.21715162385979792,0.49124070260212832,0.4420472951641306
"507-1",1986-10-15,0.53558972287248707,0.48003974861887377,0.23043816025407152,0.21010063694948403,0.4915694920537001,0.42740780366925657
"508-1",1986-10-16,0.19660166422443837,0.015180263171824929,0.00023044038996586426,0.23516749653886079,0.49189822038807168,0.4780816168705202
"509-1",1986-10-17,-0.19660166422443837,-0.30924078886358891,0.095629865496974775,0.21819990167671621,0.49222688718843333,0.44329131007665851
"510-1",1986-10-20,-0.62041936177816837,-0.65327567597872471,0.42676910882545971,0.22022552160966261,0.49255549203780202,0.44710804197623488
"511-1",1986-10-21,-0.11321824022871851,-0.060079944063592433,0.0036095996786843958,0.27387371621776613,0.49288403451902268,0.5556554829068947
"512-1",1986-10-22,0.22630844170770104,0.17653323738326207,0.031163983901015158,0.24846458260497359,0.4932125142147688,0.50376779875617672
"513-1",1986-10-23,0.64779835041433032,0.52913158047004405,0.2799802294507267,0.23335360843741468,0.4935409307075434,0.47281510796455617
"514-1",1986-10-24,0.14027215092848877,-0.063916910042114528,0.0040853713893317612,0.26092617636653659,0.49386928357967963,0.52833044095247805
"515-1",1986-10-27,-0.028038693580523244,-0.12924829421458048,0.016705121557378758,0.23869434379078641,0.49419757241334195,0.48299376021852414
"516-1",1986-10-28,0.16811435733030677,0.10105582112186032,0.01021227898261343,0.22366947166206613,0.49452579679052666,0.45229080689760054
"517-1",1986-10-29,0.36328110373311517,0.2564221880632182,0.06575233853112844,0.21116133317038049,0.49485395629306311,0.42671444874803877
"518-1",1986-10-30,0.72262682437376213,0.57616765508038426,0.33196916676082866,0.21033606679498379,0.49518205050261416,0.42476512745462164
"519-1",1986-10-31,-0.083114009494344998,-0.30248612086501847,0.091497853315966562,0.25159072465499177,0.49551007900067712,0.50774088220846858
"520-1",1986-11-03,0.083114009494344998,0.027230514724972815,0.00074150093218696127,0.24541265916912824,0.49583804136858484,0.49494520124303842
"521-1",1986-11-04,0.22130022862842935,0.13168828455809459,0.017341804289853692,0.22643294172977757,0.49616593718750629,0.45636535029652026
"522-1",1986-11-05,0.055248620189907172,-0.062401959692316711,0.0038940045734415195,0.21452585725232892,0.49649376603844764,0.43208167337939224
"523-1",1986-11-06,-0.24885952287654334,-0.3328174479907221,0.11076745368705701,0.20331299809525394,0.49682152750225284,0.40922743246936299
"524-1",1986-11-07,-0.055386320994976757,-0.077639269127359606,0.006027856110630574,0.21155217032286186,0.49714922115960447,0.42553052749316345
"525-1",1986-11-10,-0.27739268827247088,-0.338902261854991,0.1148547430904289,0.20142041440971345,0.4974768465910252,0.4048839976974864
"526-1",1986-11-11,0.36046067034387619,0.34399723608711741,0.11833409843557599,0.21079509809704183,0.49780440337687776,0.42344964541716412
"527-1",1986-11-12,-0.027681661076428554,-0.17356855112859049,0.030126041940878132,0.2185504141663904,0.49813189109736628,0.43874005674467431
"528-1",1986-11-13,-0.88988351421299683,-0.95701449400096983,0.91587674172793232,0.21064743863113553,0.49845930933253718,0.42259705995501085
"529-1",1986-11-14,0.13956736389744151,0.2473812078981184,0.061197462021132083,0.34389801756450844,0.49878665766227992,0.68946915937225417
"530-1",1986-11-17,-0.39128054392723044,-0.49234713994756929,0.24240570621455138,0.31162680656179803,0.49911393566632778,0.62436005948375206
"531-1",1986-11-18,-1.2681584636632159,-1.2615135146954337,1.5914163477592262,0.3154194718041663,0.49944114292425884,0.6315448302023452
"532-1",1986-11-19,-0.79727073792685843,-0.61270312201710286,0.37540511572950486,0.53047678533891873,0.49976827901549686,1.0614454890652827
"533-1",1986-11-20,0.68376334776036884,0.77278562251422134,0.59719761836469265,0.50406904753333936,0.50009534351931184,1.0079458928492784
"534-1",1986-11-21,0.70731657174709639,0.49583004313550749,0.24584743167575923,0.51873594677861956,0.50042233601482167,1.0365963096484476
"535-1",1986-11-24,0.3939228504155956,0.17765726153520439,0.031562102576188016,0.47475061561191667,0.50074925608099163,0.94808052103252671
"536-1",1986-11-25,0.2524191495906436,0.0997426253305118,0.0099485913078228537,0.40737808942494413,0.50107610329663688,0.81300642107008736
"537-1",1986-11-26,0.33557078469730328,0.21160602893570421,0.044777111481938088,0.35238283299761786,0.50140287724042198,0.70279379914417761
"538-1",1986-11-28,0.39008129708530959,0.24924468225897647,0.062122911634378143,0.31574648089577745,0.50172957749086255,0.62931606000750029
"539-1",1986-12-01,-0.47386848254848957,-0.62576553751381903,0.39158250793995886,0.2904278865957951,0.50205620362632564,0.57847684083584605
"540-1",1986-12-02,0.77929701375136773,0.80269944510752911,0.64432639917593515,0.32285945666941779,0.50238275522503117,0.6426563278924653
"541-1",1986-12-03,0.63562463553568094,0.40475387537566854,0.16382569963162222,0.38747658587116535,0.50270923186505223,0.77077674590066003
"542-1",1986-12-04,0.3025720916537189,0.10085313486643523,0.010171354812387373,0.36145555851855865,0.50303563312431609,0.71854861707029705
"543-1",1986-12-05,-0.3025720916537189,-0.43671311597677898,0.19071834566614759,0.31738164954701231,0.5033619585806054,0.63052370990047457
"544-1",1986-12-08,-0.55248759319699303,-0.5638420077136399,0.31791780966254835,0.31202689986489246,0.50368820781155887,0.61948422660239999
"545-1",1986-12-09,-0.55555698446019264,-0.51620236463588109,0.26646488125567513,0.32795048339444205,0.50401438039467161,0.65067683810457622
"546-1",1986-12-10,0.027851274375834123,0.067828688168548021,0.0046007309386661265,0.33208555939660539,0.50434047590729714,0.65845510178256261
"547-1",1986-12-11,-0.39062549670649815,-0.46902437109690104,0.21998386068284354,0.29410218699272506,0.5046664939266472,0.5827654312938646
"548-1",1986-12-12,-0.50448537488252398,-0.49797333808627964,0.24797744544479217,0.29889183733413816,0.5049924340297931,0.59187389194924922
"549-1",1986-12-15,-0.81817355828501803,-0.78855881502666303,0.62182500475625491,0.30698851961839652,0.50531829579366661,0.6075151487167747
"550-1",1986-12-16,0.22637247923880111,0.31963603486086439,0.10216719478157572,0.37200257620712412,0.50564407879506079,0.73570044979780724
"551-1",1986-12-17,-0.42486963784922338,-0.54354940131069296,0.29544595166521276,0.3401285422511971,0.50596978261063075,0.67223093935817735
"552-1",1986-12-18,-0.2557909594195884,-0.24233062482484841,0.058724131728001436,0.34612335890277035,0.50629540681689456,0.68363914474133947
"553-1",1986-12-19,0.22740203091089484,0.20655550395496144,0.042665176214088094,0.31351849282646194,0.50662095099023463,0.61884233609696326
"554-1",1986-12-22,-0.2558636790324087,-0.37475234338547403,0.14043931887290423,0.28603627907651441,0.50694641470689739,0.56423375484742855
"555-1",1986-12-23,-0.7141867236956756,-0.73501849549908338,0.5402521887257361,0.28037862717544354,0.50727179754299578,0.55271873684576156
"556-1",1986-12-24,0.22909517465556917,0.30125931093935077,0.090757172427652424,0.33893669880209626,0.50759709907450845,0.66772780896516681
"557-1",1986-12-26,0.085775559226242137,-0.033456651980710538,0.0011193475617583824,0.3131488061379184,0.50792231887728245,0.61652893464123859
"558-1",1986-12-29,-0.5444919599168152,-0.63464394498469312,0.40277293690573418,0.27932001842926008,0.50824745652703207,0.54957484753178287
"559-1",1986-12-30,-0.20135200244464357,-0.16361973433552593,0.026771417464028082,0.31658262447484353,0.50857251159934169,0.62249259890052877
"560-1",1986-12-31,0.43097322847964747,0.39908078031561955,0.15926546921732379,0.28603450324974483,0.50889748366966547,0.56206704184730261
"561-1",1987-01-02,1.2535776694980072,1.0933834487284808,1.1954873659533864,0.28348719923523785,0.50922237231332823,0.5567060966850178
"562-1",1987-01-05,2.2397352813025684,1.9126307384800423,3.658156341778712,0.44449910449491586,0.5095471771055271,0.87234141305596946
"563-1",1987-01-06,1.3201511858535575,0.79295061099703612,0.62877067148057286,0.95512878804989887,0.509871897621332,1.8732720758013752
"564-1",1987-01-07,1.7335212001546196,1.3929085767759644,1.9401943032560427,0.87004838096847925,0.51019653343568605,1.7053200559979014
"565-1",1987-01-08,1.3602023286167331,0.93571497909554835,0.87556252210378249,1.0110963200033529,0.51052108412340713,1.9805182419438387
"566-1",1987-01-09,0.84410946993722646,0.4953702807343987,0.24539171503487697,0.95178600177771477,0.5108455492591889,1.8631580585520671
"567-1",1987-01-12,1.2529529614932144,1.0089314481940197,1.0179426671548819,0.8072772898928583,0.51116992841760089,1.5792738285522776
"568-1",1987-01-13,0.23319093349787323,-0.093786853123166952,0.0087959738187464911,0.81805742073967058,0.51149422117309007,1.5993483149496606
"569-1",1987-01-14,0.92736367853296642,0.80730041853350532,0.65173396576437281,0.66766098873863244,0.51181842709998127,1.3044879851662865
"570-1",1987-01-15,0.66445427186687667,0.40354008685808135,0.16284460170142784,0.65354936826335608,0.51214254577247886,1.2761083289371895
"571-1",1987-01-16,-0.69009858538091606,-0.89766721139531169,0.80580642241423517,0.56588765367757787,0.51246657676466645,1.104243045956621
"572-1",1987-01-19,0.69009858538091606,0.7573751247550623,0.57361707959774622,0.59984696560850848,0.51279051965050904,1.1697699989019541
"573-1",1987-01-20,-0.12743725440751419,-0.34020923262136737,0.11574232196081966,0.58938118154678909,0.51311437400385296,1.1486351024389028
"574-1",1987-01-21,-0.63963375299058711,-0.686523852254177,0.47131499971391505,0.50938985683765492,0.51343813939842742,0.99211534506276511
"575-1",1987-01-22,0.9197816504631362,0.9768186372569525,0.95417465009252977,0.50403651705957986,0.51376181540784482,0.98107041423359842
"576-1",1987-01-23,-0.25464745107655062,-0.51402320681868219,0.26421985714816171,0.57588525001606439,0.51408540160560245,1.1202131945732117
"577-1",1987-01-26,-1.0766574138972196,-1.0977359640909201,1.2050242468586219,0.52247029970990755,0.51440889756508223,1.0156711950026203
"578-1",1987-01-27,0.71905805453544858,0.86476920396374413,0.74782577612408774,0.62950239972725475,0.51473230285955307,1.222970457129086
"579-1",1987-01-28,0.30659196218341123,0.087943971050052,0.0077341420440523844,0.63964370088753331,0.51505561706217029,1.2418924863609913
"580-1",1987-01-29,-0.25542798050963711,-0.39038465552854279,0.152400179272139,0.53106538815065363,0.51537883974597776,1.030436927547137
"581-1",1987-01-30,0.28093493129199842,0.26001475420273557,0.067607672403108998,0.47064562120533515,0.51570197048390809,0.91263103137594304
"582-1",1987-02-02,1.2923022872731948,1.1625515448696153,1.3515260944787293,0.4110442590794402,0.51602500884878344,0.79655879469185398
"583-1",1987-02-03,0.55234888106969748,0.21738693060148162,0.047257077596333387,0.56728776749393128,0.51634795441331738,1.0986540425796643
"584-1",1987-02-04,0.92212491414054298,0.73730300082158362,0.54361571502051209,0.48194007647444209,0.51667080675011445,0.93277977036455684
"585-1",1987-02-05,0.61827821538535943,0.35842700038778441,0.12846991460698481,0.49462004206652538,0.5169935654316723,0.95672378756500431
"586-1",1987-02-06,0.32000027306704482,0.12180098676703996,0.014835480377424643,0.43908202865442209,0.51731623003038174,0.84876909550785795
"587-1",1987-02-09,-0.27070276159300022,-0.40838004614934464,0.16677426209294086,0.37868604061199879,0.51763880011852792,0.73156425006256875
"588-1",1987-02-10,-0.56839396817105481,-0.58621482011352288,0.34364781532072997,0.35632691780800824,0.5179612752682915,0.68794123194526358
"589-1",1987-02-11,1.1825710615526397,1.2251531599039691,1.5010002652226806,0.36703200540624537,0.51828365505174934,0.70816820447405027
"590-1",1987-02-12,0.22018357519408838,-0.092513391873825734,0.0085587276760000462,0.55724156244330825,0.51860593904087526,1.0744989991319551
"591-1",1987-02-13,0.80321716972644452,0.68579316409431434,0.47031226391849118,0.46833021616611992,0.5189281268075413,0.90249533986006703
"592-1",1987-02-17,1.372358121979822,1.1366338493194208,1.2919365074186837,0.47283833852990315,0.51925021792351822,0.91061750618186321
"593-1",1987-02-18,-0.26337857916338692,-0.61458423618947511,0.37771378337260053,0.60550944450497401,0.51957221196047709,1.1653999782248439
"594-1",1987-02-19,-0.023977940409825038,-0.043284903522065474,0.001873582872914516,0.56343224259688274,0.51989410848998907,1.0837442344429491
"595-1",1987-02-20,0.047950132781604538,-0.019932349403428064,0.0003972985527403391,0.47212062465451626,0.52021590708352794,0.90754745909511514
"596-1",1987-02-23,-0.48053912749388417,-0.56301615507934122,0.31698719088032479,0.40195137634666372,0.52053760731246934,0.77218508461268498
"597-1",1987-02-24,0.52846627914213684,0.55322221582919417,0.3060548200869635,0.39799388843202749,0.52085920874809255,0.76411030418109127
"598-1",1987-02-25,0.85878390392810644,0.67880788321611851,0.46078014231634756,0.3932673130900588,0.52118071096158203,0.75456996933842369
"599-1",1987-02-26,0.45029107960621317,0.20329205441766954,0.041327659389356709,0.41399944933042193,0.52150211352402676,0.79385958099544318
"600-1",1987-02-27,0.49534244459739085,0.33122854069447971,0.1097123461705946,0.36395408711527505,0.52182341600642257,0.69746599319106739
"601-1",1987-03-02,-0.25915905658253635,-0.43241409499025973,0.18698194954624536,0.3363875121622078,0.52214461797967204,0.64424203674412661
"602-1",1987-03-03,-0.070796463134037424,-0.090959587285243088,0.0082736465191017555,0.32744089491385359,0.52246571901458672,0.6267222575510486
"603-1",1987-03-04,0.72915764667031979,0.67077486363141614,0.44993891767974492,0.29251076078016203,0.5227867186818862,0.55952217286176653
"604-1",1987-03-05,0.5375728734062335,0.31687562737978325,0.10041016322733125,0.33521965847473972,0.52310761655220117,0.64082350909774599
"605-1",1987-03-06,0.11648224962934606,-0.065341542022882199,0.0042695171139280801,0.31300739977157527,0.52342841219607228,0.5979946683794557
"606-1",1987-03-09,-0.6306221996712047,-0.72700471709314929,0.52853585867569008,0.28089628599669969,0.52374910518395279,0.53631840745206127
"607-1",1987-03-10,0.60733660170821935,0.66254510181787207,0.43896601194285445,0.33875308749489613,0.52406969508620838,0.64638938421953962
"608-1",1987-03-11,0.46468485103750012,0.2687056697740911,0.072202736968742895,0.36902254157980446,0.52439018147311833,0.70371748865157113
"609-1",1987-03-12,0.25465924168788234,0.087624773653103408,0.0076781009577576052,0.33456948876344489,0.52471056391487725,0.63762674467084191
"610-1",1987-03-13,-0.11567381278236866,-0.24009309379904126,0.057644693689995224,0.2980510163310105,0.52503084198159444,0.56768287212631785
"611-1",1987-03-16,-0.25495436223188506,-0.30423131930002806,0.092556695643035619,0.2779525459923064,0.52535101524329642,0.52907967801981537
"612-1",1987-03-17,0.90101106252626906,0.87999478605396386,0.77439082348216159,0.26806758927350688,0.52567108326992662,0.50995308245984872
"613-1",1987-03-18,0.02299643565377707,-0.23257067923809593,0.054089120841269309,0.36772908098709056,0.52599104563134735,0.69911661812741532
"614-1",1987-03-19,0.48170754919976133,0.40429374449073624,0.16345343183434072,0.33085292806710048,0.52631090189733998,0.62862640100059197
"615-1",1987-03-20,0.59320274338761081,0.42271428958422042,0.17868737061869217,0.31982000345004497,0.52663065163760625,0.60729469972082972
"616-1",1987-03-23,-0.36463121530196929,-0.55774257002991279,0.31107677442357218,0.3137866839824715,0.52695029442176866,0.59547681689179977
"617-1",1987-03-24,0.022828444340650123,0.024066118801341033,0.00057917807416026036,0.33000525325621621,0.52726982981937265,0.62587547132986243
"618-1",1987-03-25,-0.13704890221841737,-0.21442862069744181,0.045979633374207372,0.29363397609102743,0.52758925739988582,0.55655791313519454
"619-1",1987-03-26,0.27391023744991472,0.22897038687400731,0.052427438065232576,0.27293034183943088,0.52790857673270053,0.51700304535424424
"620-1",1987-03-27,-0.47983640563238339,-0.6081618045135595,0.36986078046918897,0.25810605550054228,0.52822778738713361,0.48862642531029621
"621-1",1987-03-30,-2.1999266268423412,-2.1753132757363578,4.7319878475948434,0.29668506594046135,0.52854688893242796,0.5613221308325419
"622-1",1987-03-31,0.69995619422700273,1.0735839664403499,1.1525825329977943,1.0121586101244171,0.52886588093775322,1.9138285274325473
"623-1",1987-04-01,-0.41938551683653458,-0.63415765039252991,0.40215592555137419,0.99754290990617389,0.52918476297220673,1.8850559950052186
"624-1",1987-04-02,0.88331583165626171,0.89566341222396018,0.80221294799666765,0.86837357023018236,0.52950353460481481,1.6399769094615713
"625-1",1987-04-03,1.2191065304779869,0.9671298614140732,0.93534016883880444,0.83233551236421111,0.52982219540453324,1.5709713930136524
"626-1",1987-04-06,0.045714286510367685,-0.27439589957340504,0.075293109702698188,0.8256808206271401,0.53014074494024821,1.5574747432782252
"627-1",1987-04-07,-0.82607170073663028,-0.908095064565141,0.82463664628756761,0.68537486228624644,0.53045918278077775,1.2920407159196836
"628-1",1987-04-08,0.2071585503187201,0.30202467630690866,0.091218905098292946,0.69572519859974569,0.53077750849487215,1.3107661637220016
"629-1",1987-04-09,-0.66905313594816107,-0.78383430258223685,0.61439621390458166,0.5883590500392244,0.53109572165121532,1.1078211065417232
"630-1",1987-04-10,-0.25495436223188506,-0.19194804383809566,0.036844051533271492,0.58838525029204225,0.53141382181842545,1.1072072763908707
"631-1",1987-04-13,-1.6850386989278654,-1.7060549754001706,2.9106235790876767,0.49761703650015315,0.53173180856505597,0.93584214539098998
"632-1",1987-04-14,-2.5093920387029733,-2.2402374562562843,5.0186638604136276,0.87996128631682591,0.53204968145959664,1.6539081160668816
"633-1",1987-04-15,0.67535230157798054,1.1117720658865533,1.2360371264856547,1.5043872732337549,0.53236744007047443,2.8258438815014779
"634-1",1987-04-16,0.8378265645997196,0.62804667694106198,0.39444262841671068,1.388059586262292,0.53268508396605441,2.6057789640506375
"635-1",1987-04-20,-0.43000544041307265,-0.67275212257713091,0.45259541843203499,1.1666272491528928,0.53300261271464111,2.188783359261846
"636-1",1987-04-21,0.21523385087700575,0.22973626404218417,0.052778751016060166,1.0061403417725918,0.53332002588447858,1.886560213267765
"637-1",1987-04-22,-0.095602301736619211,-0.21202198495247965,0.044953322103189509,0.82033860646850143,0.53363732304375211,1.5372586793394942
"638-1",1987-04-23,-0.19147923514335474,-0.2448287964981814,0.059941139594747922,0.67677690883352548,0.53395450376058917,1.2674804764582976
"639-1",1987-04-24,-1.1566394005948943,-1.1905350798231411,1.4173737762894929,0.56916536595505274,0.53427156760305994,1.0653109775400165
"640-1",1987-04-27,-0.70534160843260807,-0.54340173655586455,0.29528544729192924,0.70017851357757899,0.53458851413917852,1.3097522581551193
"641-1",1987-04-28,0.53554168892100407,0.60591110958748751,0.36712827272154031,0.62414777207606764,0.53490534293690384,1.1668377972244159
"642-1",1987-04-29,0.55683475194490129,0.37542309720766343,0.1409425019169947,0.5772159810666484,0.53522205356414065,1.078460757031334
"643-1",1987-04-30,0.86539001609811095,0.67965789841465596,0.4619348588774268,0.50571807742006303,0.53553864558874031,0.94431668299886318
"644-1",1987-05-01,0.14350636282483009,-0.10483307369002327,0.01098997333929785,0.50143449765012227,0.53585511857850221,0.93576506086255229
"645-1",1987-05-04,0.023897717881649072,-0.077968119604883326,0.0060790276747213915,0.42727210862451614,0.53617147210117388,0.7968945213554578
"646-1",1987-05-05,0.92758424625216662,0.84998756712694157,0.722478864270377,0.36970354469114702,0.53648770572445292,0.68911839124423768
"647-1",1987-05-06,0,-0.26095893923963881,0.068099567969077499,0.43826425068279706,0.53680381901598739,0.81643281056788541
"648-1",1987-05-07,0.047337278990511322,-0.025410440429342152,0.0006456904828131461,0.38792553056603524,0.53711981154337674,0.72223277233315597
"649-1",1987-05-08,0.14187753621328625,0.059524859553428525,0.0035432089048553911,0.33877591485571051,0.53743568287417309,0.63035620010185722
"650-1",1987-05-11,-0.23657451298690901,-0.33810985386930842,0.11431827328352509,0.30159910761381709,0.53775143257588176,0.56085226248329634
"651-1",1987-05-12,-0.40346560012176624,-0.42821123472027695,0.18336486154066411,0.29055757979871172,0.53806706021596296,0.54000254109978629
"652-1",1987-05-13,0.33238397172903333,0.34150132608663564,0.11662315571893064,0.29297872365187744,0.53838256536183171,0.54418315618184021
"653-1",1987-05-14,0.18943884424507118,0.049248848805083879,0.0024254491086260119,0.28436376988739831,0.53869794758085987,0.5278723840779338
"654-1",1987-05-15,-0.90304796197546722,-1.0142337166472932,1.0286700319841819,0.25983165691642912,0.53901320644037609,0.48205063217717442
